landmark,x, y, z
hipCenter,67.98,-134.75,-410.81
greaterTrochanter,109.78,-98.65,-419.82
femoralCenter,61.94,-150.78,-861.30
whitesideReference,66.44,-170.31,-840.39
lateralCondyle,83.15,-137.05,-866.15
medialCondyle,39.12,-149.79,-870.04
lateralPosteriorCondyle,73.84,-105.00,-842.50
medialPosteriorCondyle,28.44,-113.51,-844.67
midfemurCenter,86.77,-138.95,-625.17
PCLOrigin,47.45,-129.79,-837.13
lateralEpicondyle,100.35,-124.55,-837.53
medialSulcus,20.36,-143.50,-844.72
medialEpicondyle,19.13,-150.86,-841.02
