landmark,x, y, z
hipCenter,-47.96,-21.87,1398.34
greaterTrochanter,-97.94,-1.59,1410.02
femoralCenter,-81.81,-18.75,1003.51
whitesideReference,-84.22,-35.70,1015.66
lateralCondyle,-100.53,-10.37,999.10
medialCondyle,-56.45,-14.45,996.51
lateralPosteriorCondyle,-98.21,20.56,1020.70
medialPosteriorCondyle,-50.21,13.64,1017.72
midfemurCenter,-87.95,-26.08,1114.00
PCLOrigin,-69.81,-1.90,1025.11
lateralEpicondyle,-115.48,0.06,1022.12
medialSulcus,-40.40,-11.71,1017.90
medialEpicondyle,-40.06,-18.55,1020.00
