landmark,x, y, z
PCLOrigin,112.25,-15.59,-579.90
femoralCenter,116.69,-37.41,-607.66
greaterTrochanter,158.01,-8.29,-127.56
hipCenter,98.63,-25.05,-134.05
lateralCondyle,144.34,-35.79,-613.17
lateralEpicondyle,163.23,-32.01,-580.93
lateralPosteriorCondyle,150.78,-3.58,-589.84
medialCondyle,90.45,-22.16,-614.75
medialEpicondyle,69.94,-19.82,-580.50
medialPosteriorCondyle,97.16,9.89,-589.99
medialSulcus,72.06,-15.15,-584.80
midfemurCenter,134.48,-43.11,-361.76
whitesideReference,114.36,-62.23,-590.37
