landmark,x, y, z
hipCenter,-99.50,-0.97,1665.57
greaterTrochanter,-158.20,7.43,1674.69
femoralCenter,-82.69,-9.96,1204.31
whitesideReference,-88.42,-33.12,1225.31
lateralCondyle,-106.53,-0.51,1198.04
medialCondyle,-51.70,-3.58,1194.06
lateralPosteriorCondyle,-101.52,36.69,1222.61
medialPosteriorCondyle,-49.79,30.26,1219.15
midfemurCenter,-111.58,-15.66,1445.99
PCLOrigin,-67.03,14.19,1228.35
lateralEpicondyle,-130.40,10.38,1224.89
medialSulcus,-34.58,-1.35,1222.77
medialEpicondyle,-32.54,-10.29,1227.34
