landmark,x, y, z
PCLOrigin,-119.05,9.83,924.66
femoralCenter,-129.69,-11.32,907.41
greaterTrochanter,-134.26,15.89,1320.50
hipCenter,-86.91,-6.44,1308.76
lateralCondyle,-156.55,-3.06,903.51
lateralEpicondyle,-168.80,-1.24,930.37
lateralPosteriorCondyle,-151.23,25.20,923.31
medialCondyle,-106.19,-0.88,895.51
medialEpicondyle,-85.26,-4.44,923.29
medialPosteriorCondyle,-103.06,28.89,916.94
medialSulcus,-87.59,2.03,919.41
midfemurCenter,-130.29,-16.21,1113.49
whitesideReference,-129.62,-28.54,922.53
