landmark,x, y, z
hipCenter,-95.28,19.00,-202.98
greaterTrochanter,-142.55,35.97,-201.11
femoralCenter,-73.30,-4.11,-683.35
whitesideReference,-71.89,-22.68,-672.65
lateralCondyle,-99.17,2.72,-689.86
medialCondyle,-46.55,12.03,-692.63
lateralPosteriorCondyle,-100.58,38.48,-665.27
medialPosteriorCondyle,-49.74,43.46,-667.13
midfemurCenter,-103.76,1.08,-437.41
PCLOrigin,-63.79,23.33,-661.06
lateralEpicondyle,-118.45,13.54,-662.63
medialSulcus,-30.80,16.83,-665.01
medialEpicondyle,-29.03,8.65,-659.63
