landmark,x, y, z
PCLOrigin,-84.31,-13.28,496.88
femoralCenter,-92.47,-38.00,473.14
greaterTrochanter,-170.76,3.31,925.59
hipCenter,-113.62,-14.73,931.32
lateralCondyle,-117.76,-32.15,465.79
lateralEpicondyle,-137.82,-30.32,497.81
lateralPosteriorCondyle,-124.31,0.30,490.28
medialCondyle,-64.40,-22.76,463.14
medialEpicondyle,-43.76,-22.65,496.24
medialPosteriorCondyle,-71.55,10.49,488.67
medialSulcus,-46.56,-17.63,493.72
midfemurCenter,-122.59,-39.94,711.87
whitesideReference,-86.51,-57.14,485.75
