landmark,x, y, z
hipCenter,-82.29,164.02,793.88
greaterTrochanter,-125.83,181.40,800.36
femoralCenter,-113.88,163.00,375.14
whitesideReference,-114.25,144.75,393.18
lateralCondyle,-131.70,175.86,371.38
medialCondyle,-83.18,165.30,366.38
lateralPosteriorCondyle,-126.88,203.96,393.01
medialPosteriorCondyle,-73.95,195.08,390.25
midfemurCenter,-119.82,157.05,575.75
PCLOrigin,-96.22,180.33,397.19
lateralEpicondyle,-144.88,185.78,397.62
medialSulcus,-69.40,164.74,392.26
medialEpicondyle,-69.68,159.15,397.12
