landmark,x, y, z
hipCenter,-81.73,-28.82,-140.91
greaterTrochanter,-135.67,-11.43,-129.22
femoralCenter,-31.36,-14.54,-627.12
whitesideReference,-33.50,-34.58,-611.48
lateralCondyle,-57.85,-4.47,-636.10
medialCondyle,-3.88,-3.88,-636.12
lateralPosteriorCondyle,-55.60,28.53,-612.75
medialPosteriorCondyle,-1.94,28.45,-610.27
midfemurCenter,-110.55,-23.59,-230.25
PCLOrigin,-21.94,6.90,-600.79
lateralEpicondyle,-79.00,3.57,-608.86
medialSulcus,12.18,3.54,-608.19
medialEpicondyle,13.13,-2.11,-606.69
