landmark,x, y, z
PCLOrigin,-92.61,38.70,1052.04
femoralCenter,-109.92,21.51,1027.48
greaterTrochanter,-136.85,35.40,1486.55
hipCenter,-87.30,18.34,1482.95
lateralCondyle,-137.12,32.80,1022.52
lateralEpicondyle,-151.49,42.28,1052.01
lateralPosteriorCondyle,-127.73,64.40,1046.10
medialCondyle,-77.35,22.62,1017.51
medialEpicondyle,-60.52,16.10,1046.66
medialPosteriorCondyle,-71.63,54.60,1042.94
medialSulcus,-60.61,23.78,1042.44
midfemurCenter,-120.83,17.84,1263.49
whitesideReference,-115.30,-4.65,1043.16
