landmark,x, y, z
hipCenter,-99.37,-49.05,1456.41
greaterTrochanter,-150.36,-32.58,1460.48
femoralCenter,-110.27,-16.99,1025.33
whitesideReference,-110.61,-34.45,1037.40
lateralCondyle,-133.06,-6.10,1020.51
medialCondyle,-87.06,-4.73,1016.52
lateralPosteriorCondyle,-134.20,19.72,1040.04
medialPosteriorCondyle,-86.79,22.97,1037.90
midfemurCenter,-126.66,-37.78,1239.49
PCLOrigin,-100.59,2.67,1040.84
lateralEpicondyle,-148.64,-6.72,1045.90
medialSulcus,-71.48,-2.45,1037.87
medialEpicondyle,-69.67,-8.04,1040.16
