landmark,x, y, z
PCLOrigin,-51.78,-95.80,-542.69
femoralCenter,-54.53,-118.38,-562.78
greaterTrochanter,-132.47,-120.74,-134.82
hipCenter,-82.15,-131.79,-139.16
lateralCondyle,-73.60,-120.97,-569.75
lateralEpicondyle,-95.16,-116.59,-546.19
lateralPosteriorCondyle,-86.95,-91.70,-547.34
medialCondyle,-36.05,-101.15,-569.79
medialEpicondyle,-22.09,-97.25,-542.69
medialPosteriorCondyle,-45.29,-74.51,-546.33
medialSulcus,-24.65,-92.36,-546.17
midfemurCenter,-84.56,-133.13,-343.81
whitesideReference,-50.04,-134.73,-551.39
