landmark,x, y, z
hipCenter,-89.34,-14.82,1822.85
greaterTrochanter,-142.71,-13.77,1829.40
femoralCenter,-78.37,-3.20,1354.20
whitesideReference,-73.35,-18.05,1363.02
lateralCondyle,-106.45,0.31,1347.97
medialCondyle,-52.02,16.48,1347.63
lateralPosteriorCondyle,-114.66,31.89,1375.38
medialPosteriorCondyle,-60.56,44.60,1374.29
midfemurCenter,-95.96,-15.53,1530.19
PCLOrigin,-72.14,24.82,1379.98
lateralEpicondyle,-123.77,3.23,1375.54
medialSulcus,-38.79,22.15,1376.95
medialEpicondyle,-37.24,16.50,1380.12
