landmark,x, y, z
PCLOrigin,-69.15,37.72,1198.55
femoralCenter,-73.22,19.67,1177.57
greaterTrochanter,-136.46,7.38,1594.33
hipCenter,-85.96,14.10,1592.12
lateralCondyle,-92.12,22.83,1172.43
lateralEpicondyle,-112.28,21.78,1192.61
lateralPosteriorCondyle,-103.50,47.55,1190.03
medialCondyle,-54.52,35.36,1170.51
medialEpicondyle,-36.63,35.03,1199.86
medialPosteriorCondyle,-58.55,62.01,1192.47
medialSulcus,-39.21,41.09,1196.15
midfemurCenter,-95.64,5.96,1392.49
whitesideReference,-68.38,0.03,1191.07
