landmark,x, y, z
hipCenter,-76.92,-13.70,1736.93
greaterTrochanter,-126.32,-5.76,1744.80
femoralCenter,-115.16,-30.84,1330.25
whitesideReference,-111.07,-45.34,1342.63
lateralCondyle,-137.11,-22.73,1326.00
medialCondyle,-94.63,-17.69,1322.05
lateralPosteriorCondyle,-139.83,3.13,1345.79
medialPosteriorCondyle,-96.56,9.08,1342.23
midfemurCenter,-114.57,-32.04,1538.99
PCLOrigin,-107.48,-8.89,1348.41
lateralEpicondyle,-150.03,-20.96,1350.44
medialSulcus,-78.15,-10.87,1342.41
medialEpicondyle,-76.65,-16.50,1345.18
