landmark,x, y, z
PCLOrigin,-101.42,-110.73,-645.22
femoralCenter,-108.91,-136.83,-667.53
greaterTrochanter,-137.18,-131.43,-156.40
hipCenter,-76.72,-142.95,-174.07
lateralCondyle,-137.29,-130.33,-672.48
lateralEpicondyle,-154.32,-128.22,-643.50
lateralPosteriorCondyle,-140.15,-97.89,-650.16
medialCondyle,-86.13,-122.97,-678.50
medialEpicondyle,-63.71,-122.66,-647.84
medialPosteriorCondyle,-87.49,-89.69,-654.87
medialSulcus,-66.09,-115.94,-651.15
midfemurCenter,-122.82,-132.23,-413.51
whitesideReference,-104.64,-159.48,-647.29
