landmark,x, y, z
hipCenter,-92.06,-6.65,1548.69
greaterTrochanter,-143.58,-5.85,1562.49
femoralCenter,-96.72,-16.80,1150.52
whitesideReference,-95.72,-36.96,1168.49
lateralCondyle,-117.74,-10.32,1143.51
medialCondyle,-71.80,-4.76,1140.51
lateralPosteriorCondyle,-122.64,16.92,1161.91
medialPosteriorCondyle,-72.50,23.52,1160.76
midfemurCenter,-114.40,-29.64,1351.00
PCLOrigin,-86.72,3.79,1171.94
lateralEpicondyle,-133.94,-6.94,1166.38
medialSulcus,-58.28,3.46,1163.43
medialEpicondyle,-56.10,-7.47,1166.55
