landmark,x, y, z
PCLOrigin,-104.29,-159.09,-589.06
femoralCenter,-118.24,-173.09,-608.95
greaterTrochanter,-120.11,-133.79,-199.11
hipCenter,-81.29,-167.36,-204.42
lateralCondyle,-137.62,-162.85,-612.07
lateralEpicondyle,-150.52,-155.37,-586.70
lateralPosteriorCondyle,-131.40,-133.84,-588.63
medialCondyle,-88.83,-168.13,-617.70
medialEpicondyle,-75.99,-174.22,-594.54
medialPosteriorCondyle,-84.30,-144.38,-597.14
medialSulcus,-76.12,-167.98,-597.43
midfemurCenter,-122.62,-177.88,-399.25
whitesideReference,-120.47,-191.04,-596.47
