landmark,x, y, z
hipCenter,-63.48,-143.90,-224.84
greaterTrochanter,-112.31,-133.74,-200.42
femoralCenter,-99.76,-121.59,-612.65
whitesideReference,-107.28,-144.24,-598.38
lateralCondyle,-121.57,-109.78,-618.63
medialCondyle,-70.33,-114.31,-617.74
lateralPosteriorCondyle,-118.00,-78.51,-593.66
medialPosteriorCondyle,-68.99,-89.95,-594.40
midfemurCenter,-121.39,-150.83,-405.81
PCLOrigin,-89.08,-106.63,-591.91
lateralEpicondyle,-138.41,-103.11,-593.64
medialSulcus,-57.05,-116.47,-594.05
medialEpicondyle,-56.26,-122.61,-590.53
