landmark,x, y, z
PCLOrigin,-68.28,56.25,1267.55
femoralCenter,-76.16,35.58,1244.52
greaterTrochanter,-131.33,7.24,1676.45
hipCenter,-85.49,2.78,1672.88
lateralCondyle,-97.44,37.44,1237.50
lateralEpicondyle,-117.55,42.98,1264.48
lateralPosteriorCondyle,-102.44,71.06,1261.15
medialCondyle,-53.51,48.97,1235.52
medialEpicondyle,-37.23,46.85,1263.82
medialPosteriorCondyle,-57.58,76.59,1259.80
medialSulcus,-40.09,52.93,1262.09
midfemurCenter,-98.50,0.93,1465.50
whitesideReference,-75.97,13.12,1257.95
