landmark,x, y, z
PCLOrigin,-87.99,32.85,1361.76
femoralCenter,-90.95,8.23,1342.01
greaterTrochanter,-149.14,15.68,1761.20
hipCenter,-99.57,12.27,1765.06
lateralCondyle,-116.25,11.54,1336.06
lateralEpicondyle,-130.98,13.26,1362.96
lateralPosteriorCondyle,-121.40,39.65,1355.81
medialCondyle,-69.42,26.89,1331.10
medialEpicondyle,-54.86,28.28,1359.76
medialPosteriorCondyle,-79.44,51.56,1352.09
medialSulcus,-58.14,34.78,1355.73
midfemurCenter,-107.47,4.39,1558.99
whitesideReference,-88.46,-7.25,1352.96
