landmark,x, y, z
PCLOrigin,-98.31,-131.44,1067.17
femoralCenter,-104.25,-154.67,1050.33
greaterTrochanter,-127.12,-113.52,1453.37
hipCenter,-79.31,-130.48,1450.16
lateralCondyle,-127.05,-151.62,1045.44
lateralEpicondyle,-146.72,-149.44,1069.42
lateralPosteriorCondyle,-134.52,-122.88,1066.52
medialCondyle,-77.87,-139.40,1038.68
medialEpicondyle,-61.67,-134.87,1064.61
medialPosteriorCondyle,-81.47,-109.22,1059.84
medialSulcus,-63.57,-130.97,1062.59
midfemurCenter,-111.21,-151.70,1255.53
whitesideReference,-101.39,-172.35,1064.51
