landmark,x, y, z
PCLOrigin,-80.67,37.66,1441.01
femoralCenter,-92.27,13.84,1415.00
greaterTrochanter,-150.20,-0.15,1863.91
hipCenter,-92.79,5.30,1863.61
lateralCondyle,-117.65,19.37,1411.02
lateralEpicondyle,-135.04,25.24,1437.67
lateralPosteriorCondyle,-118.54,52.01,1431.41
medialCondyle,-63.89,28.21,1404.00
medialEpicondyle,-44.95,26.96,1430.93
medialPosteriorCondyle,-64.70,59.58,1430.85
medialSulcus,-48.22,34.93,1427.56
midfemurCenter,-111.58,-6.75,1648.74
whitesideReference,-89.11,-4.70,1427.34
