landmark,x, y, z
PCLOrigin,116.99,-113.92,-538.88
femoralCenter,123.92,-135.69,-562.17
greaterTrochanter,147.47,-127.70,-92.98
hipCenter,89.21,-141.50,-103.82
lateralCondyle,151.76,-127.75,-568.28
lateralEpicondyle,165.64,-126.83,-537.58
lateralPosteriorCondyle,152.46,-98.26,-546.59
medialCondyle,97.11,-124.78,-571.28
medialEpicondyle,80.16,-123.90,-542.93
medialPosteriorCondyle,101.41,-93.68,-547.03
medialSulcus,82.73,-116.84,-546.27
midfemurCenter,138.39,-147.51,-324.31
whitesideReference,121.73,-153.52,-545.49
