landmark,x, y, z
PCLOrigin,-62.74,-77.62,-517.73
femoralCenter,-64.46,-102.03,-539.08
greaterTrochanter,-150.47,-110.88,-100.20
hipCenter,-98.58,-127.88,-101.33
lateralCondyle,-93.32,-96.93,-547.92
lateralEpicondyle,-111.50,-94.79,-523.72
lateralPosteriorCondyle,-100.47,-70.57,-525.66
medialCondyle,-42.70,-84.74,-546.17
medialEpicondyle,-28.35,-81.52,-512.61
medialPosteriorCondyle,-50.68,-55.48,-521.26
medialSulcus,-30.05,-76.89,-516.71
midfemurCenter,-107.36,-123.12,-313.46
whitesideReference,-60.75,-119.50,-527.07
