landmark,x, y, z
hipCenter,-88.54,-30.06,1453.68
greaterTrochanter,-128.31,-11.67,1472.63
femoralCenter,-164.31,-50.33,1075.25
whitesideReference,-165.97,-66.68,1084.37
lateralCondyle,-184.66,-42.93,1073.51
medialCondyle,-137.94,-43.10,1064.50
lateralPosteriorCondyle,-184.67,-11.36,1092.99
medialPosteriorCondyle,-136.50,-13.79,1084.53
midfemurCenter,-153.56,-52.83,1267.49
PCLOrigin,-149.84,-30.32,1093.76
lateralEpicondyle,-196.87,-35.73,1095.62
medialSulcus,-123.79,-39.99,1086.07
medialEpicondyle,-122.21,-45.67,1089.34
