landmark,x, y, z
PCLOrigin,-97.37,16.19,-495.54
femoralCenter,-104.66,-4.13,-515.76
greaterTrochanter,-146.12,-3.98,-110.44
hipCenter,-92.35,-7.91,-119.57
lateralCondyle,-127.43,2.06,-520.05
lateralEpicondyle,-144.17,4.63,-492.68
lateralPosteriorCondyle,-130.16,32.76,-498.34
medialCondyle,-80.06,7.59,-526.30
medialEpicondyle,-60.85,8.05,-496.56
medialPosteriorCondyle,-83.86,38.66,-502.18
medialSulcus,-63.16,15.10,-500.29
midfemurCenter,-110.96,-13.09,-409.44
whitesideReference,-103.69,-20.15,-504.29
