landmark,x, y, z
PCLOrigin,-109.13,21.64,-580.70
femoralCenter,-117.49,-0.11,-601.61
greaterTrochanter,-156.64,-5.65,-191.63
hipCenter,-109.58,-15.59,-193.13
lateralCondyle,-139.73,1.58,-607.87
lateralEpicondyle,-157.07,8.79,-582.78
lateralPosteriorCondyle,-145.39,33.56,-586.27
medialCondyle,-92.58,12.45,-610.36
medialEpicondyle,-77.28,16.51,-581.38
medialPosteriorCondyle,-100.82,42.03,-586.31
medialSulcus,-78.71,21.55,-584.53
midfemurCenter,-132.34,-20.51,-390.38
whitesideReference,-113.63,-18.42,-591.80
