landmark,x, y, z
hipCenter,-90.17,-6.39,-69.50
greaterTrochanter,-140.00,9.75,-62.48
femoralCenter,-103.52,-36.83,-470.70
whitesideReference,-105.32,-56.03,-458.87
lateralCondyle,-125.54,-31.55,-475.49
medialCondyle,-76.77,-30.47,-478.62
lateralPosteriorCondyle,-121.81,-1.06,-455.31
medialPosteriorCondyle,-76.87,-1.18,-458.27
midfemurCenter,-107.13,-40.36,-349.26
PCLOrigin,-89.92,-17.34,-450.27
lateralEpicondyle,-140.32,-22.12,-451.13
medialSulcus,-59.83,-27.64,-454.99
medialEpicondyle,-59.19,-33.51,-451.31
