landmark,x, y, z
hipCenter,-98.35,-26.36,-147.87
greaterTrochanter,-146.90,-12.15,-138.58
femoralCenter,-88.64,-3.84,-554.87
whitesideReference,-93.86,-25.43,-539.53
lateralCondyle,-108.46,7.29,-559.71
medialCondyle,-63.57,-2.23,-562.12
lateralPosteriorCondyle,-105.01,37.04,-538.05
medialPosteriorCondyle,-54.12,27.08,-538.49
midfemurCenter,-99.32,-18.14,-457.38
PCLOrigin,-74.29,12.08,-532.52
lateralEpicondyle,-125.05,16.78,-535.12
medialSulcus,-46.23,-0.66,-535.32
medialEpicondyle,-45.99,-6.62,-532.24
