landmark,x, y, z
hipCenter,-100.38,-10.28,1298.15
greaterTrochanter,-142.74,24.99,1308.50
femoralCenter,-126.66,-9.73,874.51
whitesideReference,-129.64,-31.17,891.18
lateralCondyle,-147.93,-0.06,870.15
medialCondyle,-93.83,-5.76,862.51
lateralPosteriorCondyle,-144.40,33.26,893.45
medialPosteriorCondyle,-92.32,26.46,887.90
midfemurCenter,-132.30,-10.66,1092.48
PCLOrigin,-108.76,9.47,897.56
lateralEpicondyle,-162.54,8.79,896.97
medialSulcus,-77.32,-2.89,888.98
medialEpicondyle,-77.14,-10.32,891.49
