landmark,x, y, z
PCLOrigin,-98.78,30.67,1021.08
femoralCenter,-112.70,10.77,1000.30
greaterTrochanter,-145.79,31.60,1468.22
hipCenter,-97.31,28.48,1466.68
lateralCondyle,-136.26,22.34,994.51
lateralEpicondyle,-150.78,33.46,1022.98
lateralPosteriorCondyle,-130.11,51.83,1012.43
medialCondyle,-84.12,19.79,987.90
medialEpicondyle,-65.40,11.87,1017.35
medialPosteriorCondyle,-77.20,48.59,1010.79
medialSulcus,-66.14,17.81,1014.26
midfemurCenter,-126.91,1.46,1242.49
whitesideReference,-115.43,-8.13,1015.36
