landmark,x, y, z
hipCenter,-73.14,-33.40,1710.07
greaterTrochanter,-120.35,-13.95,1715.89
femoralCenter,-99.98,-24.30,1290.62
whitesideReference,-100.67,-41.21,1300.30
lateralCondyle,-121.38,-13.64,1286.97
medialCondyle,-74.66,-15.04,1280.61
lateralPosteriorCondyle,-117.20,13.04,1306.94
medialPosteriorCondyle,-68.74,10.89,1303.38
midfemurCenter,-107.84,-35.73,1490.00
PCLOrigin,-87.95,-7.35,1309.93
lateralEpicondyle,-134.55,-8.14,1311.63
medialSulcus,-56.62,-14.64,1306.33
medialEpicondyle,-56.60,-20.82,1307.14
