landmark,x, y, z
PCLOrigin,-126.21,31.57,1159.77
femoralCenter,-138.34,9.24,1135.44
greaterTrochanter,-139.49,21.07,1558.92
hipCenter,-84.51,16.46,1553.88
lateralCondyle,-164.78,12.06,1131.39
lateralEpicondyle,-178.05,13.42,1160.38
lateralPosteriorCondyle,-163.57,44.85,1154.37
medialCondyle,-106.32,22.29,1123.42
medialEpicondyle,-91.38,20.55,1157.85
medialPosteriorCondyle,-115.11,52.81,1148.09
medialSulcus,-92.67,29.75,1153.55
midfemurCenter,-129.88,-2.75,1350.49
whitesideReference,-135.79,-15.90,1152.31
