landmark,x, y, z
PCLOrigin,95.94,204.59,-709.52
femoralCenter,108.58,182.32,-733.40
greaterTrochanter,145.96,212.88,-229.18
hipCenter,95.30,184.96,-232.92
lateralCondyle,133.40,193.27,-736.93
lateralEpicondyle,149.70,195.91,-705.33
lateralPosteriorCondyle,133.93,224.71,-714.47
medialCondyle,80.01,192.83,-744.34
medialEpicondyle,62.06,189.17,-714.45
medialPosteriorCondyle,76.98,224.47,-719.43
medialSulcus,63.03,194.61,-717.09
midfemurCenter,122.85,170.45,-476.17
whitesideReference,110.00,160.21,-718.02
