landmark,x, y, z
PCLOrigin,78.62,-4.66,-636.88
femoralCenter,89.83,-26.08,-662.80
greaterTrochanter,150.27,-2.35,-188.63
hipCenter,92.62,-25.37,-195.92
lateralCondyle,113.45,-19.24,-668.13
lateralEpicondyle,131.60,-15.14,-638.49
lateralPosteriorCondyle,115.24,12.85,-642.32
medialCondyle,60.48,-17.60,-670.62
medialEpicondyle,39.80,-15.00,-640.43
medialPosteriorCondyle,57.85,16.62,-645.51
medialSulcus,40.50,-9.99,-643.47
midfemurCenter,112.08,-31.38,-421.88
whitesideReference,87.97,-47.91,-646.91
