landmark,x, y, z
PCLOrigin,-100.50,-145.61,-756.84
femoralCenter,-106.84,-168.53,-777.29
greaterTrochanter,-151.03,-123.95,-359.78
hipCenter,-100.90,-141.73,-356.62
lateralCondyle,-129.82,-159.68,-785.41
lateralEpicondyle,-146.29,-150.69,-758.56
lateralPosteriorCondyle,-129.89,-130.02,-764.01
medialCondyle,-78.68,-150.42,-787.90
medialEpicondyle,-60.76,-159.03,-757.50
medialPosteriorCondyle,-76.99,-123.85,-764.21
medialSulcus,-62.45,-152.09,-760.77
midfemurCenter,-128.24,-166.35,-561.51
whitesideReference,-107.08,-183.72,-764.61
