landmark,x, y, z
hipCenter,-80.41,25.82,-170.14
greaterTrochanter,-122.84,53.37,-160.73
femoralCenter,-123.01,21.42,-612.02
whitesideReference,-129.13,4.68,-596.64
lateralCondyle,-147.45,39.52,-619.80
medialCondyle,-90.61,21.05,-623.12
lateralPosteriorCondyle,-133.64,70.25,-597.95
medialPosteriorCondyle,-82.21,54.21,-599.12
midfemurCenter,-124.30,24.37,-385.64
PCLOrigin,-104.98,41.78,-589.39
lateralEpicondyle,-160.13,51.87,-590.79
medialSulcus,-71.80,24.07,-596.83
medialEpicondyle,-71.66,18.09,-593.61
