landmark,x, y, z
PCLOrigin,119.98,-124.61,-564.57
femoralCenter,136.84,-146.12,-585.57
greaterTrochanter,136.44,-125.57,-137.99
hipCenter,85.95,-133.17,-147.87
lateralCondyle,159.60,-135.22,-589.52
lateralEpicondyle,173.48,-125.19,-558.29
lateralPosteriorCondyle,154.33,-102.98,-565.95
medialCondyle,106.82,-138.13,-597.60
medialEpicondyle,87.97,-139.10,-568.70
medialPosteriorCondyle,106.43,-105.52,-572.37
medialSulcus,89.40,-133.61,-571.43
midfemurCenter,130.50,-150.51,-359.61
whitesideReference,137.09,-166.66,-569.67
