landmark,x, y, z
PCLOrigin,105.31,-109.41,1187.42
femoralCenter,119.87,-129.47,1167.02
greaterTrochanter,139.96,-125.65,1608.27
hipCenter,93.38,-140.11,1581.36
lateralCondyle,142.03,-116.04,1162.15
lateralEpicondyle,156.64,-111.14,1188.05
lateralPosteriorCondyle,138.96,-90.11,1180.91
medialCondyle,88.75,-121.94,1154.34
medialEpicondyle,71.00,-126.56,1183.14
medialPosteriorCondyle,86.51,-92.58,1177.83
medialSulcus,72.57,-121.16,1178.97
midfemurCenter,129.77,-140.73,1386.13
whitesideReference,123.24,-148.55,1179.34
