landmark,x, y, z
hipCenter,-108.05,7.41,1797.67
greaterTrochanter,-153.71,6.88,1794.15
femoralCenter,-129.58,14.76,1377.99
whitesideReference,-134.67,-7.24,1400.11
lateralCondyle,-156.50,23.14,1364.02
medialCondyle,-101.08,25.37,1373.82
lateralPosteriorCondyle,-157.21,52.73,1386.70
medialPosteriorCondyle,-102.59,57.32,1398.04
midfemurCenter,-142.45,-8.27,1588.99
PCLOrigin,-121.63,41.28,1400.80
lateralEpicondyle,-178.54,25.60,1388.33
medialSulcus,-89.69,27.91,1402.94
medialEpicondyle,-87.93,19.07,1405.15
