landmark,x, y, z
PCLOrigin,-65.39,12.04,-502.23
femoralCenter,-69.74,-8.93,-527.20
greaterTrochanter,-173.63,-7.61,-74.99
hipCenter,-125.03,-17.97,-69.68
lateralCondyle,-95.25,-5.74,-535.19
lateralEpicondyle,-117.63,0.18,-506.87
lateralPosteriorCondyle,-97.61,27.84,-511.46
medialCondyle,-49.84,0.30,-536.62
medialEpicondyle,-30.57,-0.23,-498.55
medialPosteriorCondyle,-53.10,34.60,-508.86
medialSulcus,-32.62,8.93,-503.78
midfemurCenter,-111.20,-26.13,-290.35
whitesideReference,-70.70,-32.03,-515.71
