landmark,x, y, z
PCLOrigin,-79.19,4.28,1158.49
femoralCenter,-90.55,-14.71,1144.05
greaterTrochanter,-123.76,-10.80,1548.75
hipCenter,-79.59,-23.85,1545.29
lateralCondyle,-108.94,-11.14,1138.02
lateralEpicondyle,-126.12,-3.16,1160.79
lateralPosteriorCondyle,-113.97,18.85,1158.55
medialCondyle,-67.49,-6.90,1136.01
medialEpicondyle,-52.90,-7.84,1161.53
medialPosteriorCondyle,-67.87,20.56,1157.44
medialSulcus,-54.20,-1.83,1159.21
midfemurCenter,-107.58,-28.12,1350.74
whitesideReference,-90.77,-30.44,1153.44
