landmark,x, y, z
PCLOrigin,35.94,-119.22,-781.91
femoralCenter,47.20,-144.49,-802.98
greaterTrochanter,121.02,-115.61,-387.36
hipCenter,63.00,-136.90,-392.16
lateralCondyle,71.66,-134.82,-809.99
lateralEpicondyle,90.00,-130.87,-781.60
lateralPosteriorCondyle,76.44,-107.10,-789.15
medialCondyle,20.02,-127.92,-812.99
medialEpicondyle,1.51,-129.74,-783.22
medialPosteriorCondyle,22.93,-97.94,-789.81
medialSulcus,4.29,-122.25,-788.13
midfemurCenter,77.52,-143.95,-591.01
whitesideReference,48.93,-163.39,-788.68
