landmark,x, y, z
PCLOrigin,-83.05,-2.00,-520.25
femoralCenter,-89.29,-24.40,-543.14
greaterTrochanter,-115.30,18.58,-114.62
hipCenter,-63.29,10.23,-129.37
lateralCondyle,-113.65,-23.63,-548.11
lateralEpicondyle,-130.62,-18.44,-519.59
lateralPosteriorCondyle,-119.50,9.14,-525.95
medialCondyle,-64.19,-8.10,-553.11
medialEpicondyle,-47.48,-9.83,-521.05
medialPosteriorCondyle,-69.26,22.10,-525.72
medialSulcus,-50.17,-2.11,-525.59
midfemurCenter,-98.50,-21.32,-329.39
whitesideReference,-84.35,-45.16,-524.25
