landmark,x, y, z
hipCenter,94.14,141.58,-124.39
greaterTrochanter,144.66,163.32,-116.70
femoralCenter,127.82,137.04,-562.98
whitesideReference,125.77,118.82,-552.87
lateralCondyle,151.53,146.10,-567.72
medialCondyle,102.46,147.78,-573.97
lateralPosteriorCondyle,150.80,173.97,-548.31
medialPosteriorCondyle,101.12,178.92,-550.90
midfemurCenter,134.43,132.70,-336.50
PCLOrigin,118.44,157.64,-542.77
lateralEpicondyle,165.91,147.49,-540.77
medialSulcus,86.98,152.27,-551.36
medialEpicondyle,85.35,147.17,-547.23
