landmark,x, y, z
hipCenter,-80.81,4.46,1484.43
greaterTrochanter,-137.14,0.75,1474.05
femoralCenter,-81.63,0.80,1023.10
whitesideReference,-77.83,-27.58,1052.05
lateralCondyle,-105.37,3.02,1018.49
medialCondyle,-59.44,17.23,1014.01
lateralPosteriorCondyle,-110.91,32.38,1038.83
medialPosteriorCondyle,-66.60,46.68,1036.07
midfemurCenter,-96.37,-10.76,1260.99
PCLOrigin,-76.98,22.97,1046.97
lateralEpicondyle,-122.41,2.96,1042.70
medialSulcus,-44.25,28.31,1041.09
medialEpicondyle,-40.72,21.53,1044.24
