landmark,x, y, z
hipCenter,-104.63,35.13,1422.72
greaterTrochanter,-161.02,44.79,1428.15
femoralCenter,-89.48,40.30,1011.42
whitesideReference,-93.34,23.93,1022.45
lateralCondyle,-112.86,50.06,1005.51
medialCondyle,-60.39,45.19,1004.51
lateralPosteriorCondyle,-111.09,79.16,1026.70
medialPosteriorCondyle,-56.36,72.56,1027.53
midfemurCenter,-123.21,29.26,1218.00
PCLOrigin,-75.91,57.54,1030.19
lateralEpicondyle,-127.71,60.55,1027.85
medialSulcus,-47.76,46.60,1028.72
medialEpicondyle,-47.36,40.79,1031.27
