landmark,x, y, z
PCLOrigin,-73.33,-103.18,971.18
femoralCenter,-84.35,-124.01,947.84
greaterTrochanter,-136.31,-128.58,1378.86
hipCenter,-94.24,-157.05,1373.27
lateralCondyle,-106.60,-113.03,939.82
lateralEpicondyle,-122.96,-109.97,965.80
lateralPosteriorCondyle,-107.00,-87.27,960.18
medialCondyle,-60.10,-111.58,939.82
medialEpicondyle,-42.39,-113.67,967.93
medialPosteriorCondyle,-59.68,-83.35,962.27
medialSulcus,-44.34,-106.86,964.33
midfemurCenter,-109.41,-148.16,1166.56
whitesideReference,-84.84,-146.01,961.10
