landmark,x, y, z
PCLOrigin,-89.83,-82.08,472.20
femoralCenter,-97.20,-104.20,450.51
greaterTrochanter,-140.69,-130.91,888.55
hipCenter,-91.50,-141.93,883.01
lateralCondyle,-122.62,-103.51,443.43
lateralEpicondyle,-141.80,-98.85,469.56
lateralPosteriorCondyle,-127.83,-72.94,465.39
medialCondyle,-72.77,-92.70,441.83
medialEpicondyle,-55.25,-90.33,472.75
medialPosteriorCondyle,-80.60,-61.88,466.65
medialSulcus,-57.30,-84.78,469.04
midfemurCenter,-118.72,-136.38,673.49
whitesideReference,-94.80,-124.16,461.28
