landmark,x, y, z
PCLOrigin,-38.03,-128.33,1066.51
femoralCenter,-47.51,-152.19,1042.01
greaterTrochanter,-135.88,-135.61,1466.87
hipCenter,-89.56,-157.75,1470.36
lateralCondyle,-71.98,-146.76,1037.47
lateralEpicondyle,-88.25,-139.15,1062.39
lateralPosteriorCondyle,-73.52,-113.58,1059.56
medialCondyle,-25.11,-141.10,1034.01
medialEpicondyle,-4.09,-141.93,1064.07
medialPosteriorCondyle,-24.26,-109.68,1058.21
medialSulcus,-6.99,-134.62,1059.61
midfemurCenter,-81.96,-156.26,1263.00
whitesideReference,-48.22,-172.58,1055.62
