landmark,x, y, z
PCLOrigin,-94.60,-137.35,1059.39
femoralCenter,-106.22,-163.41,1038.08
greaterTrochanter,-152.04,-132.98,1460.52
hipCenter,-95.96,-148.26,1456.25
lateralCondyle,-130.66,-152.51,1029.65
lateralEpicondyle,-149.24,-150.31,1059.31
lateralPosteriorCondyle,-130.58,-122.33,1053.93
medialCondyle,-81.02,-151.83,1026.63
medialEpicondyle,-60.55,-150.55,1057.60
medialPosteriorCondyle,-80.41,-119.05,1050.76
medialSulcus,-61.14,-143.54,1052.85
midfemurCenter,-125.52,-163.91,1253.63
whitesideReference,-105.24,-182.70,1055.02
