landmark,x, y, z
PCLOrigin,-98.58,30.39,-597.29
femoralCenter,-106.79,5.85,-621.58
greaterTrochanter,-155.71,37.33,-162.99
hipCenter,-104.22,25.17,-164.37
lateralCondyle,-130.21,13.11,-627.85
lateralEpicondyle,-150.20,15.82,-600.69
lateralPosteriorCondyle,-133.78,46.40,-605.36
medialCondyle,-81.16,21.61,-629.85
medialEpicondyle,-61.17,20.95,-596.85
medialPosteriorCondyle,-81.09,54.03,-604.47
medialSulcus,-62.45,28.25,-600.68
midfemurCenter,-128.65,3.38,-383.87
whitesideReference,-105.46,-13.96,-606.84
