landmark,x, y, z
PCLOrigin,-95.17,162.18,-563.59
femoralCenter,-104.34,141.56,-587.42
greaterTrochanter,-137.68,180.16,-157.74
hipCenter,-88.94,173.50,-160.74
lateralCondyle,-128.60,152.09,-591.24
lateralEpicondyle,-145.58,158.39,-565.47
lateralPosteriorCondyle,-129.70,182.55,-570.10
medialCondyle,-78.18,148.12,-593.71
medialEpicondyle,-61.92,149.60,-563.46
medialPosteriorCondyle,-75.97,181.46,-571.07
medialSulcus,-62.27,156.38,-567.54
midfemurCenter,-114.08,140.82,-448.75
whitesideReference,-104.13,120.25,-572.66
