landmark,x, y, z
PCLOrigin,-74.76,-13.48,1094.85
femoralCenter,-87.78,-34.03,1074.02
greaterTrochanter,-148.34,-24.95,1496.07
hipCenter,-94.65,-23.94,1486.00
lateralCondyle,-112.26,-20.13,1066.02
lateralEpicondyle,-124.74,-13.72,1090.96
lateralPosteriorCondyle,-105.93,8.82,1086.58
medialCondyle,-59.99,-30.12,1067.01
medialEpicondyle,-46.92,-31.86,1096.77
medialPosteriorCondyle,-59.73,2.80,1088.91
medialSulcus,-47.73,-25.03,1093.51
midfemurCenter,-117.40,-42.22,1286.99
whitesideReference,-90.19,-51.00,1085.71
