landmark,x, y, z
PCLOrigin,-96.57,43.39,-512.18
femoralCenter,-110.38,26.96,-529.42
greaterTrochanter,-129.29,25.78,-120.76
hipCenter,-88.55,9.17,-132.66
lateralCondyle,-132.00,39.09,-535.20
lateralEpicondyle,-145.68,43.77,-510.63
lateralPosteriorCondyle,-127.67,65.67,-515.52
medialCondyle,-84.42,32.49,-539.36
medialEpicondyle,-68.85,29.06,-515.46
medialPosteriorCondyle,-78.38,58.27,-518.76
medialSulcus,-69.12,34.45,-518.18
midfemurCenter,-119.54,15.09,-325.63
whitesideReference,-114.61,10.07,-518.85
