landmark,x, y, z
PCLOrigin,96.94,-132.08,-528.67
femoralCenter,107.21,-153.66,-550.78
greaterTrochanter,131.51,-142.27,-145.27
hipCenter,83.87,-146.30,-151.41
lateralCondyle,128.89,-148.55,-554.61
lateralEpicondyle,146.93,-145.28,-527.72
lateralPosteriorCondyle,135.16,-121.19,-532.12
medialCondyle,84.04,-141.24,-559.78
medialEpicondyle,65.17,-141.80,-531.01
medialPosteriorCondyle,83.99,-112.00,-536.22
medialSulcus,66.87,-134.42,-534.29
midfemurCenter,109.99,-166.14,-343.81
whitesideReference,105.68,-171.89,-539.19
