landmark,x, y, z
PCLOrigin,-89.05,-122.59,-511.70
femoralCenter,-97.84,-142.10,-532.49
greaterTrochanter,-126.93,-144.42,-132.51
hipCenter,-83.68,-148.33,-138.26
lateralCondyle,-116.63,-137.48,-537.47
lateralEpicondyle,-135.40,-131.72,-512.11
lateralPosteriorCondyle,-121.88,-107.57,-517.33
medialCondyle,-75.13,-131.90,-540.79
medialEpicondyle,-58.65,-132.60,-514.24
medialPosteriorCondyle,-77.27,-103.43,-517.67
medialSulcus,-61.00,-126.24,-516.98
midfemurCenter,-106.82,-159.46,-330.51
whitesideReference,-95.14,-159.89,-520.28
