landmark,x, y, z
PCLOrigin,-91.05,5.13,1236.54
femoralCenter,-102.72,-12.15,1220.38
greaterTrochanter,-109.49,23.99,1599.68
hipCenter,-62.45,9.37,1591.35
lateralCondyle,-121.25,0.86,1216.51
lateralEpicondyle,-134.40,7.07,1239.13
lateralPosteriorCondyle,-117.71,26.50,1231.97
medialCondyle,-76.45,-4.89,1208.49
medialEpicondyle,-63.49,-9.69,1232.36
medialPosteriorCondyle,-73.06,19.68,1227.05
medialSulcus,-63.20,-4.60,1229.79
midfemurCenter,-102.11,-9.88,1409.49
whitesideReference,-105.34,-25.20,1229.66
