landmark,x, y, z
PCLOrigin,100.15,-130.96,1054.40
femoralCenter,112.64,-146.61,1034.09
greaterTrochanter,148.72,-136.17,1443.99
hipCenter,101.84,-151.32,1436.33
lateralCondyle,132.49,-137.43,1029.75
lateralEpicondyle,146.96,-130.22,1056.73
lateralPosteriorCondyle,128.26,-110.08,1051.26
medialCondyle,85.54,-142.86,1025.03
medialEpicondyle,70.67,-145.14,1051.46
medialPosteriorCondyle,81.55,-114.13,1048.05
medialSulcus,70.90,-137.76,1048.50
midfemurCenter,129.18,-156.21,1245.00
whitesideReference,114.98,-166.27,1048.86
