landmark,x, y, z
hipCenter,-68.08,-31.54,1480.23
greaterTrochanter,-122.72,-26.49,1478.67
femoralCenter,-65.52,-25.74,1060.49
whitesideReference,-66.71,-43.87,1074.69
lateralCondyle,-88.42,-11.19,1053.50
medialCondyle,-40.96,-15.18,1051.51
lateralPosteriorCondyle,-85.90,13.96,1072.80
medialPosteriorCondyle,-39.27,13.00,1073.35
midfemurCenter,-90.44,-37.59,1276.49
PCLOrigin,-56.27,-5.53,1080.18
lateralEpicondyle,-104.19,-8.72,1079.40
medialSulcus,-26.90,-12.50,1075.98
medialEpicondyle,-24.29,-19.49,1079.13
