landmark,x, y, z
hipCenter,-84.45,33.24,1466.31
greaterTrochanter,-141.26,56.26,1474.05
femoralCenter,-114.37,5.75,981.00
whitesideReference,-115.98,-17.02,997.00
lateralCondyle,-143.26,11.35,976.96
medialCondyle,-82.47,13.41,972.01
lateralPosteriorCondyle,-138.60,48.13,1003.16
medialPosteriorCondyle,-80.96,47.36,999.88
midfemurCenter,-129.42,13.45,1230.99
PCLOrigin,-98.38,29.70,1008.49
lateralEpicondyle,-158.08,23.24,1005.44
medialSulcus,-64.85,23.99,996.73
medialEpicondyle,-63.40,18.71,1000.36
