landmark,x, y, z
PCLOrigin,-81.84,26.82,1059.87
femoralCenter,-86.65,3.85,1037.00
greaterTrochanter,-126.40,-9.12,1437.64
hipCenter,-82.38,-15.92,1432.84
lateralCondyle,-110.06,6.25,1031.04
lateralEpicondyle,-126.12,10.58,1055.23
lateralPosteriorCondyle,-116.27,34.55,1051.17
medialCondyle,-66.99,22.20,1027.01
medialEpicondyle,-47.64,24.20,1053.91
medialPosteriorCondyle,-71.86,49.16,1051.19
medialSulcus,-52.50,31.32,1050.40
midfemurCenter,-97.19,-15.74,1241.99
whitesideReference,-83.45,-12.27,1050.01
