landmark,x, y, z
PCLOrigin,-63.63,15.36,1081.76
femoralCenter,-74.39,-6.37,1057.59
greaterTrochanter,-145.08,-10.26,1486.65
hipCenter,-95.44,-16.06,1499.30
lateralCondyle,-97.13,0.97,1052.50
lateralEpicondyle,-113.92,11.80,1080.35
lateralPosteriorCondyle,-93.49,33.00,1073.10
medialCondyle,-49.57,3.08,1049.80
medialEpicondyle,-33.11,1.62,1078.35
medialPosteriorCondyle,-48.11,34.01,1072.80
medialSulcus,-34.27,7.22,1075.22
midfemurCenter,-101.05,-23.38,1288.49
whitesideReference,-76.47,-24.05,1067.57
